id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
394,Disaster Event,Industrial - North Parkes Mine,"On 24 November 1999, 65 miners in the North Parkes mine were undertaking maintenance. At approximately 2.50 pm, an ore body above the cave collapsed into a void causing an air blast, which travelled through the mine and damaged level one of the mine.  The results of the blast were fatal, resulting in the deaths of four workers. Workers in the other levels of the mine felt the effects of the blast, but were not injured.  The coroner Mr John Bailey released a report on 18 March 2003.",11/24/1999 0:00,11/24/1999 0:00,-33.1243248,148.1760406,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=394,
395,Disaster Event,Flood - Switzerland Gorge Flash Flood,"On 27 July 1999, 21 people between the ages of 18 and 31 were killed by a flash flood in Saxten Bach Gorge in Interlaken, Switzerland. Forty-four travellers and eight guides were canyoning as part of an organised tour when storms caused flash flooding of a mountain stream within the gorge. Reportedly, there was a natural made log jam or dam at the top of the ravine that gave in due to storm waters, causing a tidal wave approximately 10 - 15 ft tall that overwhelmed the canyoners.  Among the 21 dead were 14 Australians, two Swiss, two New Zealanders, two South Africans and one Briton.",7/27/1999 0:00,7/28/1999 0:00,46.68671799,7.867413044,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=395,
396,Disaster Event,Transport - Fiji Aircraft Crash,"On 24 July 1999, the Air Fiji Bandeirante aircraft was on a domestic flight from Suva to Nadi when it struck a mountain ridge approximately 70 km north-west of the capital. The two crew members and all 15 passengers including six Australians were killed in the accident.",7/24/1999 0:00,7/24/1999 0:00,-18.0250988,178.1364441,,,,,,17,,,,,,,,,,,,,,1,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=396,
397,Disaster Event,Transport - Eastern Highlands Papua New Guinea Plane Crash,"On 17 June 1999, a twin engine turbo prop Bandierante aircraft operated by Papua New Guinea domestic carrier Airlink, crashed in mountainous terrain 12 km east of Goroka in the Eastern Highlands Province. All 17&nbsp;people on board died, four of these Australian. The aircraft was en route to Goroka from Nadzab in Morobe province when it crashed at 8.52 am.",6/17/1999 0:00,6/17/1999 0:00,-6.048510075,145.3781738,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=397,
398,Disaster Event,Severe Storm - Bunbury and South Perth,"On 16 May 2005, a strong cold front caused widespread damage to Perth suburbs and parts of the south-west of the state. Several tornadoes occurred on the edge of the front causing serious damage to buildings and houses in the Bicton and Bunbury areas.  The Fire and Emergency Services Authority (FESA) described it as the worst storm in ten years. The SES received over 800 calls for assistance. Five schools were damaged and at Bicton Primary School the music room was ripped from its foundation.  In Bunbury the tornado caused substantial damage to buildings and residences. Heavy rain caused extensive flooding and traffic chaos with roads closed, including a main highway. Some parts of the south-west recorded up to 80 mm of rain in 24 hours.  In excess of 100,000 customers were left without power and the city was littered with downed power poles and live wires. Power was cut along the storm's path in areas such as Bicton, Fremantle, Canningvale, Kwinana and Armadale.  The Insurance Council of Australia estimated the 2005 damage at $53.2 million, with the 2011 normalised cost at $108 million.",5/16/2005 0:00,5/16/2005 0:00,-32.0274353,115.7822495,,,,,,,53200000,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=398,
399,Disaster Event,Hail - Brisbane,"A hailstorm brought about by unusual weather conditions created widespread flooding and significant damage to the city of Brisbane. The cause of the extreme weather was a vast difference between the ground temperature and a below freezing stratosphere temperature, combined with damp air situated on the coast.  Hail was reported as being 15 cm deep across roads in some areas. There was significant damage to buildings and cars. Over 200 lightning strikes were recorded and as a result Brisbane Airport was required to close for an hour until the storm subsided. Approximately 6500 properties lost power and the SES responded to 160 calls, caused by flooding waters, fallen power lines and trees.  The Insurance Council of Australia estimated the 2005 damage at $17.6 million, with the 2011 estimated normalised cost of $28 million.",5/19/2005 0:00,5/19/2005 0:00,-27.47093391,153.0234985,,,,,,,17600000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=399,
400,Disaster Event,Transport - Mini Bus Accident on Jamberoo Mountain Road,"On 5 September 2005 at approximately 2.10 pm, a mini bus carrying 24 tourists lost control when the brakes overheated. The bus was descending a steep and winding section of the Jamberoo Mountain Road in the Illawarra Region of New South Wales.  The mini bus impacted with guard railing and scraped along it for approximately 20 m before falling onto its left side. The&nbsp;minibus then travelled a further 20 m before hitting and crushing the second section of guard rail. It subsequently descended over the guard rail and rolled onto its roof, coming to a stop against a small tree. The response units included; in excess of 20 paramedics, 14 ambulances and five rescue helicopters.   As a result of the accident, two passengers were killed at the scene and 15 people were injured, requiring hospitalisation.&nbsp;The following day, an additional person died from their injuries.",9/5/2005 0:00,9/5/2005 0:00,-34.63250351,150.6929474,,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=400,
401,Disaster Event,Criminal Act - London Transport Bombings,"On 7 July 2005, at approximately 8.50 am there were three almost simultaneous explosions in central London in the underground railway system. The first occurred in a Circle Line tunnel between Liverpool Street and Aldgate stations, the second on the Circle Line just outside Edgware Road and the third in a Piccadilly Line tunnel between King's Cross and Russell Square. At 9.47 am, there was a fourth explosion on the upper deck of a number 30 bus in Tavistock Square.  The London Ambulance Service, supported by St John Ambulance, the Red Cross, and surrounding ambulance services treated more than 400 patients, some of whom had sustained horrific injuries and arranged admissions to London Hospitals. The Emergency Services were hindered in their rescue efforts due to communication limitations in the underground tunnels.  In total, 52 members of the public and four suicide bombers died in the attacks and more than 700 people were injured. Incorporated in the totals was one Australian who died and eleven injured.  The Coroner's Report into the London bombings made recommendations under two sections; 'preventability' and 'emergency response'.",7/7/2005 0:00,7/7/2005 0:00,51.51436996,0.075649001,,,,,700,56,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=401,
402,Disaster Event,Hail - Gold Coast,"On 12 October 2005, a severe thunderstorm caused a hailstorm in the Gold and Sunshine Coasts. In some regions of Queensland hailstones of up to 7 cm in diameter were reported. The major suburbs and towns affected include Helensvale, Oxenford, Coomera, Mt Nathan, Gaven, Pacific Pines, Arundel, Coombabah, Toowoomba, Gatton, Laidley and Esk.  State Emergency Service crews responded to more than 724 calls for help as the hailstorm damage spread to houses, buildings and cars. Approximately 2000 motor vehicles and 500 homes were damaged.  The Insurance Council of Australia estimated the 2005 damage at $61 million, with the 2011 estimated normalised cost of $89 million.",10/12/2005 0:00,10/12/2005 0:00,-27.92241287,153.3378754,,,,,,,61000000,,,,500,,,,,,,,,,,2000,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=402,
403,Disaster Event,Criminal Act - Bali Bombings,"In the evening of 1 October 2005, at approximately 1930 hours (Bali time) three suicide bombers attacked separate locations in Kuta and Jimbaran Bay in Bali in quick succession. One explosion occurred in a restaurant at Kuta Square and two other explosions occurred at restaurants in Jimbaran Bay. The explosions killed 26 people, including Indonesian nationals and overseas tourists, (four Australians) and injured approximately 130 others; 19 were Australian. The 17 hospitalised Australians were all evacuated from Bali by two RAAF military aircraft and four other specialised emergency flights.  Australia provided significant resources to assist with recovery efforts. &nbsp;An Australian emergency response team arrived in Bali on 2 October and included consular, medical, counselling, emergency management and bomb-blast specialist personnel from Department of Foreign Affairs and Trade, Australian Federal Police, Defence, CentreLink and Emergency Management Australia. The Federal Police sent a large contingent including Disaster Victim Identification experts, bomb experts and investigators.  The Minister for Foreign Affairs announced that the Australian Government provided medical equipment and support totalling $1 million to meet the immediate and longer-term needs of blast victims and their communities in Bali. A Portable Image Intensifier form Princess Alexandra Hospital in South Brisbane was flown to Bali to assist to locate shrapnel and metal particles in blast victims.",10/1/2005 0:00,10/1/2005 0:00,-8.717467308,115.1772308,,,,,130,26,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=403,
404,Disaster Event,Hail - Lake Grace,"On 16 October 2005, a complex low pressure system moved through the Central Wheatbelt and the Great Southern. Severe thunderstorms associated with the system caused hail damage to crops in the Lake Grace area from approximately 2.30 to 4.30 pm. More than 200 farms were affected. The area covered was 150 km from north to south and 50 km west to east. In most places the hailstorm lasted for approximately one hour and hail measured between 1 cm and 3 cm in diameter. In some places the hail was up to 25 cm deep. Over 5000 hectares of crops were destroyed and another 5500 hectares had at least 30 to 40 per cent damage. Estimates put the cost of the damage at over $10 million.",10/16/2005 0:00,10/16/2005 0:00,-33.10052109,118.4666214,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=404,
405,Disaster Event,Bushfire - Blue Mountains and Sydney Region,"During the period 30 November until 2 December, fires caused widespread damage in the Blue Mountains vicinity. The worst affected areas were Leura and Wentworth Falls, with other damage recorded at Megalong Valley, Lithgow and Jenolan Caves.  As a result of the fires, 158 buildings were destroyed and four people died. The damage was estimated at approximately &pound;1,000,000.",11/30/1957 0:00,12/4/1957 0:00,-33.71252823,150.3315277,,,,,,4,,,,,158,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=405,
406,Disaster Event,Transport - Perth Aircraft Crash,"On 2 July 1949, 18 people were killed when a DC3 aircraft crashed and burst into flames 15 seconds after it had taken off from Perth&rsquo;s Guildford Airport, en route for Darwin. The plane took off in driving rain early in the morning. It is believed one engine cut out and the plane hit the ground with terrific force approximately one mile north of the runway. There was an explosion as hundreds of gallons of high octane petrol burst into flames. ",7/2/1949 0:00,7/2/1949 0:00,-31.93187714,115.9596176,,,,,,18,,,,,,,,,,,,,,1,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=406,
407,Disaster Event,Industrial - Hunter Valley Silo Explosion,On 6 December 1999 an explosion took place at Rutherford's Caines margarine factory. The explosion was attributed to stored cotton seed which caught fire and created a fireball in the silo. Three individuals were critically injured in the incident and subsequently died. A firefighter also sustained injuries from the incident.,12/6/1999 0:00,12/6/1999 0:00,-32.71494293,151.5270386,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=407,
408,Disaster Event,Shipwreck - Rip,"On 13 July 1873 the Rip, a pilot schooner of approximately 92 tonnes, was overwhelmed in enormous seas when proceeding outbound through the notorious entrance to Port Phillip Heads. Witnesses saw the Rip disappear for several seconds and emerge with all masts and rigging gone. Four men died and the remaining crew were injured. The vessel was not lost and later repaired.  &nbsp;",13/07/1873 00:00:00,13/07/1873 00:00:00,-38.33303833,144.6130371,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=408,
409,Disaster Event,Cyclone - Cooktown,"A Tropical Cyclone crossed north of Cooktown on 19 January 1907.The damage caused by the cyclone included three churches, two schools, four halls, three hotels, several shops and many homes. A total of nine deaths were recorded.",1/19/1907 0:00,1/19/1907 0:00,-15.46823978,145.254364,,,,,,9,,,,,,12,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=409,
410,Disaster Event,Industrial - Box Flat Mine Ipswich,"On 31 July 1972 at 2.47 am, an explosion occurred in the No. 5 shaft at the Box Flat Colliery. Seventeen men were killed instantly and 17 were injured. The explosion was caused by a spontaneous heating of fallen coal that developed into a fire approximately 300 m underground.  Efforts to contain or extinguish the fire failed and coal dust caused explosions that propagated the fire through the mine; killing 14 men underground and three at the surface. Included in the death toll were nine officials and employees of the mine and eight&nbsp;men from the mine's rescue station.",7/31/1972 0:00,7/31/1972 0:00,-27.57159042,152.762146,,,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=410,
411,Disaster Event,"Environmental - Heatwave, Townsville",Three people died in Townsville from heat stress as the city experienced record high temperatures of up to 45 degrees celcius.,1/6/1994 0:00,1/10/1994 0:00,-19.25743103,146.8178558,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=411,
412,Disaster Event,Transport - Albury Coach and Truck Collision,"In the evening of 13 August 1998, a tourist bus and a semi trailer collided on the Hume Highway near Mullengandra, a small town approximately 30 km north-east of Albury. The bus and the truck collided on a single lane section of highway, tearing out of the front right hand corner of the bus and leaving a large opening almost the full length of the bus. The semi trailer veered off the road and ended up in a ditch. The truck driver died at the scene. The bus contained 25 passengers, the majority of whom were a Chinese Government Delegation from Hebei province. Following the accident, several passengers were trapped in the wreckage of the bus, but were rescued by SES and Fire Service personnel from Holbrook and Albury. All 25 injured passengers were taken to Albury Base Hospital for treatment.",8/13/1998 0:00,8/13/1998 0:00,-35.890163,147.169418,,,,,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=412,
413,Disaster Event,Shipwreck - Providence,"On 9 November 1872 the Providence, a wooden paddle steamer, exploded in the Darling River. The vessel had been stranded in low water for 12 months and when the river rose the crew attempted to raise steam. The boiler exploded killing five people. There was one survivor. The Providence was completely destroyed.",09/11/1872 00:00:00,09/11/1872 00:00:00,-34.08792496,141.9152069,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=413,
414,Disaster Event,Flood - Clermont and Peak Downs Dec 1916,"On 27 December, a cyclone passed through the Whitsunday Passage. The cyclone brought about heavy rainfall to Clermont, Sapphire and Peak Downs. Rivers including the Mackenzie, Comet, Nogoa and Barcoo were all subject to flooding. There was widespread damage, destruction to property and loss of stock. The lower part of Clermont was submerged, which resulted in Clermont being rebuilt on higher ground.  As a result of the flood, 61 people drowned.",12/27/1916 0:00,12/27/1916 0:00,-22.81669426,147.6480103,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=414,
415,Disaster Event,Severe Storm - Sydney Jan 1977,"On 21 January 1977 severe thunderstorms spread over New South Wales, affecting mainly the Sydney regions of Bankstown and Richmond. Winds reached 124 km per hour and there was one fatality.  The Insurance Council of Australia estimated the 1977 damage at $15 million, with the 2011 estimated normalised cost of $244 million.",1/21/1977 0:00,1/21/1977 0:00,-33.80190277,150.9441681,,,,,,1,15000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=415,
416,Disaster Event,Flood - Hunter Valley,"The Hunter Valley floods occurred as a result of heavy rainfall; over 250 mm between Nevertire and Dunedoo. Damage was widespread across the Hunter Valley and 24 deaths were recorded.  Over 40,000 people were evacuated from over 40 towns. In the Hunter Valley, around Singleton and Maitland, 15,000 residents were evacuated, 5,200 homes were flooded and 58 homes were destroyed or washed away.  The Castlereagh River reached a record height. At Gilgrandra, one third&nbsp;of the buildings were damaged and a hole&nbsp;torn in the main street was later found to contain two large semi-trailers.  The Namoi and Gwydir Valleys were devastated. Narrabri was completely isolated. Water up to 3 m deep covered some streets and approximately 1000 homes sustained water damage.",2/22/1955 0:00,2/28/1955 0:00,-31.82798195,147.7187347,,,40000,15000,,24,,,,5200,58,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=416,
417,Disaster Event,Shipwreck - Canmore,"On 21 October 1854, the wooden 2 mast schooner Canmore was sheltering from a severe storm at Nobby's Head.&nbsp;Persistent heavy seas caused the ship to break apart resulting in the deaths of seven people. There were two survivors.",21/10/1854 00:00:00,21/10/1854 00:00:00,-32.92145538,151.8076172,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=417,
418,Disaster Event,Shipwreck - Lady Bird and Champion,"On 24 August 1857 the Lady Bird, a clipper bow steamship, was sailing in calm conditions when it collided with SS Champion on the Melbourne side of Cape Otway, slicing 17 ft into the Champion and sinking it. A total of 32 passengers drowned. The Lady Bird returned to Geelong in a damaged state.",24/08/1857 00:00:00,24/08/1857 00:00:00,-38.86056137,143.5439301,,,,,,32,,,,,,,,,,,,,,,,,1,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=418,
419,Disaster Event,Shipwreck - Just Cruisin,"The vessel Just Cruisin left Mooloolaba on 6 July. The&nbsp;vessel failed&nbsp;to make a scheduled stop at Moreton Island due to huge swells along the east coast. The wreck of the vessel was found at the mouth of Moreton Bay, resulting in four passenger deaths.  &nbsp;",7/6/2001 0:00,7/6/2001 0:00,-27.19967842,153.2517242,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=419,
420,Disaster Event,Shipwreck - Fiji,"Fiji was a three masted iron barque. It was inward bound from Hamburg to Melbourne with a crew of 20&nbsp;and a cargo including 200 cases of dynamite. When it was nearing Cape Otway on 6 September 1891, it struck rocks and wrecked at Moonlight Head some 300 yards from shore. Twelve lives were lost.",06/01/1891 00:00:00,06/01/1891 00:00:00,-38.87767029,143.5267639,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=420,
421,Disaster Event,Cyclone - Darwin,"Late on 6 January 1897 a cyclone built up in the city of Port Darwin, striking in the early hours of 7 January. Its peak was recorded at approximately 3.30 - 4.30am. Rainfall in Darwin during the passage of this cyclone was recorded at 292 mm. The cyclone was the largest recorded before Cyclone Tracy; it uplifted rooves, uprooted trees and telephone poles, and blew apart houses, destroying almost all of the buildings in Port Darwin by approximately 7.30 am. Eighteen pearling luggers, the government steam launch and three sampans were wrecked. Twenty-eight people were killed by the cyclone.  The Bureau of Meteorology estimated the costs to exceed &pound;150,000, in 1897 values.",06/01/1897 00:00:00,07/01/1897 00:00:00,-12.45970917,130.8193665,,,,,,28,,,,,,,,,,,,,,,,,,22,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=421,
422,Disaster Event,Shipwreck - Port Welshpool Ship Explosion,"Three men were killed and a further&nbsp;20 injured after a series of explosions occurred on the survey ship 'Western Spruce'. The ship was taking on liquid oxgyen from a road tanker at the Port Welshpool jetty when the mixture ignited. Country Fire Authority firefighters pumped salt water onto the ship for approximately 20 hours.&nbsp;The moorings were cut, and the Western Spruce drifted to a sandbar near Snake Island, where the ship continued to burn out.  A court of Marine Inquiry held at Melbourne decided negligence, lack of maintenance and poor supervision contributed to the disaster.",3/22/1969 0:00,3/22/1969 0:00,-38.70296097,146.4672394,,,,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=422,
423,Disaster Event,Transport - Copley Rail Collision,"On 11 May 1944, a military train was hit from behind by a goods train in Copley, 604 km north of Adelaide. Four servicemen were killed and 27 others were injured; two seriously. The 16 carriage train contained several hundred servicemen aboard had departed Terowie in South Australia's Mid North for an undisclosed northern destination. The locomotive struggled to haul the carriages and laden trucks. It made several attempts to get over Quarry Hill and eventually made it, however it had to stop shortly after due to injector trouble. The guard saw the headlights of the rear approaching train and attempted to halt the train but to no avail. Despite the driver of the goods train applying the brakes the crash occurred impacting most severely on carriages 15 and 16.",5/11/1944 0:00,5/11/1944 0:00,-30.55324364,138.4249878,,,,,27,4,,9,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=423,
424,Disaster Event,Severe Storm - Eastern New South Wales,"On 18 November 2001, severe thunderstorms affected many parts of eastern New South Wales. Most of the impact was felt at Nelson Bay, where thunderstorms and tornadoes occurred with winds reaching up to 150 km per hour. It was reported more than 100 buildings were damaged and several boats destroyed.  Significant damage also occurred in the Lower Hunter Valley and the Sydney metropolitan regions of Penrith, Richmond and Horsley Park from strong wind gusts. Approximately 2000 homes and 200 cars were damaged and three people were killed.  Wisemans Ferry reported hail 3 cm in diameter. More hail similar in size occurred at Bundarra, Ben Lomond (Northern Tablelands), and in Canberra small hail fell in the northern suburbs on the afternoon on 18 November.  The Insurance Council of Australia estimated the 2001 damage at $30 million, with the 2011 estimated normalised cost of $99 million.",11/18/2001 0:00,11/21/2001 0:00,-32.72064972,152.1438293,,,,,,3,30000000,,,2000,,,,,,,,,,,200,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=424,
425,Disaster Event,Industrial - Queenstown Copper Mine Fire,"On 12 October 1912 a fire broke out at the North Lyell copper mine, causing dense smoke and chaos for the workers caught in the underground tunnels. Rescue efforts successfully saved approximately 128 miners but efforts were hindered by the mine not having an emergency warning signal or sufficient exit points. A total of 42 people lost their lives.",10/12/1912 0:00,10/12/1912 0:00,-42.0750351,145.5578613,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=425,
426,Disaster Event,Shipwreck - Shark Ace 4,"The Shark Ace 4 was a game fishing boat. It foundered in heavy seas off Ram Head, Victoria on 12 May 1990.Three people died and one person was rescued.",5/12/1990 0:00,5/12/1990 0:00,-37.776956,149.486847,,,,,1,3,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=426,
427,Disaster Event,Bushfire - North-Western Regions,"In 1984 New South Wales suffered its worst bushfire season in a decade. The season begun in early September 1984 and persisted into the following year finishing around February 1985, spanning just over five months. On Christmas Day 1984 more than 100 fires were started by lightning strikes with approximately 500,000 ha burnt. The biggest fire was in January at Cobar where around 516,000 ha was destroyed by fire. The bushfire season for 1984/1985 produced around 6000 separate incidents with a total of 3.5 million ha damaged.  The bushfires created widespread damage and heavy losses to farming communities, which included losses to crops, plantations, machinery and equipment as well as 40,000 livestock. The bushfires claimed the lives of four people.  The Insurance Council of Australia estimated the 1985 damage at $25 million, with the 2011 estimated normalised cost of $179 million.",9/1/1984 0:00,2/1/1985 0:00,-31.49797058,145.8381958,,,,,,4,25000000,,,,,,,,,,,,,,,,,,,,,,,40000,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=427,
428,Disaster Event,Severe Storm - Sydney Apr 1998,"Thunderstorms coupled with heavy rain occurred in the Sydney metropolitan area late 9 Apri 1998 and into the following day. Much of the reported damage was due to flash flooding. Hundreds of SES staff and volunteers worked to protect homes around the Narrabeen Lake area as water levels rose to a 15 year high. Three houses were evacuated as they were threatened by stormwater at the rear of their properties. Approximately 5,000 homes lost power after the heavy rains. One person drowned after being swept away in a swollen creek. Avalon and Belrose recorded rainfall levels in excess of 200 mm.  The Bureau of Meteorology advised the event was caused by an upper level system interacting with warm, moist onshore flow lifted by a trough off the coast.  The Insurance Council of Australia estimated the 1998 damage at $10 million, with the 2011 estimated normalised cost of $28 million.",4/9/1998 0:00,4/10/1998 0:00,-33.91579819,151.0357513,,,,,,1,10000000,,,80,,10,,,,,,,,,,,,,5,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=428,
429,Disaster Event,Severe Storm - Orbost,"On 24 January 1991 a severe hailstorm occurred in Orbost.  The Insurance Council of Australia estimated the 1991 damage at $12 million, with the 2011 estimated normalised cost of $32 million.",1/24/1991 0:00,1/24/1991 0:00,-37.70148087,148.4568787,,,,,,,12000000,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=429,
430,Disaster Event,Shipwreck - Loch Ard,"On 31 May 1878 the Loch Ard, a three mast ship, was wrecked in hazy conditions on the tip of Mutton Bird Island east of Port Campbell. The Loch Ard had departed England on 2 March 1878 and was en route to Melbourne with approximately 51 passengers and crew and valuable cargo.&nbsp;There were two survivors, all other people aboard died.",31/05/1878 00:00:00,31/05/1878 00:00:00,-38.65086365,143.0611267,,,,,2,49,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=430,
431,Disaster Event,Urban Fire - Sydney Hotel,"On 25 December 1975 at approximately 5 am, a fire spread through a five storey hotel in Kings Cross, Sydney. The fire was started when a stack of newspapers was set alight in the hotel foyer. An old fashioned staircase facilitated its spread through the entire hotel. Of the 60 guests staying at the hotel for Christmas, 15 were killed (14 from carbon monoxide poisoning and another from burns) and 22 were injured.",12/25/1975 0:00,12/25/1975 0:00,-33.87397766,151.222168,,,,,22,15,,,,,,,1,,,1,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=431,
432,Disaster Event,Shipwreck - Edward Lombe,"On 25 August 1834, the vessel Edward Lombe was en route from Hobart to Sydney when it struck severe weather conditions in the Bass Strait. As a result, 12 individuals lost their lives as heavy seas swept crew and passengers overboard. A number of people managed to survive by finding safety in the poop (enclosed space on a ship above the main deck). In total 17 passengers and crew were rescued.  &nbsp;",25/08/1834 00:00:00,25/08/1834 00:00:00,-39.24076462,145.8654785,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=432,
433,Disaster Event,Cyclone - Coastal Queensland and New South Wales,"From 16-19 January 1950, a cyclone known as TC119 moved south from the Queensland gulf to Sydney as a Category 1 cyclone causing widespread damage. Seven people died in New South Wales.",1/16/1950 0:00,1/19/1950 0:00,-17.70944595,140.020752,,,100,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales;Queensland,,http://www.emknowledge.gov.au/resource/?id=433,
434,Disaster Event,Cyclone Nancy,"Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period.  There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots.  Cyclone Nancy dumped&nbsp;a&nbsp;large amount of&nbsp;rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December&nbsp;1989 earthquake.  The Insurance Council of Australia estimated the 1990 damage caused by Cyclone Nancy&nbsp;at $33 million, with the 2011 estimated normalised cost of $197 million.",2/3/1990 0:00,2/7/1990 0:00,-28.63967705,153.6139374,,,,,,6,33000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=434,
435,Disaster Event,Urban Fire - Liverpool,"On 15 January 1995, at approximately 3.30 am, a fire was deliberately lit in a three-storey block of apartments in Sydney's south-west suburb of Liverpool. The fire raced up the stairwell to the top floor, killing seven adults and one child. It was believed the carpet at the bottom of the stairwell was soaked with an accelerant.",1/15/1995 0:00,1/15/1995 0:00,-33.91928864,150.9240875,,,,,,8,,,,,,,1,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=435,
436,Disaster Event,Transport - Redfern Train Collision,"On 31 October 1894 at approximately 9:30 am, a six carriage train was en route from Strathfield, terminating at Redfern. A warning was received because&nbsp;the 9:30 am train bound for Goulburn had ignored&nbsp;a stop signal. As a result, the trains collided causing significant damage and loss of life. There were 14 people killed and 27 people sustained injury.   &nbsp;",31/10/1894 00:00:00,31/10/1894 00:00:00,-33.89168549,151.1985626,,,,,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=436,
